0.264  0 
0.28  0 
0.303  0 
0.325  0 
0.343  0 
0.367  0 
0.388  0 
0.405  0 
0.419  9 
0.445  24 
0.471  87 
0.489  161 
0.504  146 
0.528  117 
0.545  83 
0.568  39 
0.587  0 
0.608  0 
0.63  0 
0.653  0 
0.67  0 
0.693  0 
0.701  0 
0.734  0 
0.751  0 
0.774  0 
0.783  0 
0.806  0 
0.83  0 
0.844  0 
0.868  0 
0.891  0 
0.905  0 
0.929  0 
0.955  0 
0.968  0 
0.994  0 
1.015  0 
1.038  0 
1.059  0 
1.068  4 
1.1  48 
1.123  92 
1.14  122 
1.16  151 
1.183  161 
1.196  58 
1.222  19 
1.243  4 
1.251  0 
1.275  0 
1.299  0 
1.313  0 
1.336  0 
1.361  0 
1.374  0 
1.4  0 
1.424  0 
1.438  0 
1.461  0 
1.484  0 
1.506  0 
1.524  0 
1.546  0 
1.569  0 
1.586  0 
1.609  0 
1.631  0 
1.649  0 
1.663  0 
1.686  0 
1.714  14 
1.731  24 
1.754  107 
1.774  161 
1.796  141 
1.814  112 
1.829  78 
1.851  34 
1.865  0 
1.889  0 
1.913  0 
1.926  0 
1.957  0 
1.973  0 
1.995  0 
2.018  0 
2.035  0 
2.058  0 
2.08  0 
2.098  0 
2.111  0 
2.135  0 
2.151  0 
2.175  0 
2.199  0 
2.216  0 
2.239  0 
2.261  0 
2.279  0 
2.301  0 
2.325  0 
2.334  0 
2.358  9 
2.384  58 
2.399  92 
2.421  127 
2.455  156 
2.47  151 
2.479  48 
2.503  19 
2.526  4 
2.54  0 
2.564  0 
2.58  0 
2.604  0 
2.628  0 
2.641  0 
2.665  0 
2.688  0 
2.714  0 
2.73  0 
2.753  0 
2.77  0 
2.784  0 
2.808  0 
2.821  0 
2.845  0 
2.869  0 
2.883  0 
2.906  0 
2.93  0 
2.955  0 
2.968  0 
2.994  14 
3.015  29 
3.034  127 
3.06  161 
3.078  136 
3.104  107 
3.111  78 
3.135  29 
3.149  0 
3.173  0 
