0.136	 136.0
0.909	 141.0
1.412	 141.0
2.183	 141.0
2.653	 136.0
3.429	 141.0
3.923	 136.0
4.693	 136.0
5.189	 136.0
5.981	 136.0
6.45	 136.0
7.221	 141.0
7.694	 131.0
8.491	 136.0
8.974	 136.0
9.743	 136.0
10.23	 136.0
11.003	 136.0
11.496	 136.0
12.291	 136.0
12.765	 136.0
13.54	 136.0
14.031	 136.0
14.823	 136.0
15.276	 136.0
16.062	 136.0
16.538	 136.0
17.338	 136.0
17.808	 136.0
18.58	 136.0
19.075	 131.0
19.84	 136.0
20.322	 136.0
21.114	 136.0
21.579	 136.0
22.383	 136.0
22.855	 136.0
23.647	 136.0
24.098	 136.0
24.893	 136.0
25.363	 136.0
26.162	 136.0
26.628	 136.0
27.447	 136.0
27.872	 136.0
28.693	 136.0
29.143	 136.0
