0.1356	14.057
0.1564	12.794
0.1764	10.969
0.1964	8.662
0.2165	5.975
0.2366	3.025
0.2567	-0.057
0.2796	-3.137
0.2968	-6.079
0.3168	-8.754
0.3369	-11.045
0.3626	-12.851
0.3793	-14.092
0.3971	-14.714
0.4172	-14.69
0.4372	-14.021
0.4626	-12.736
0.4793	-10.892
0.4974	-8.569
0.5175	-5.87
0.546	-2.914
0.5628	0.171
0.5795	3.248
0.5978	6.183
0.6179	8.846
0.6461	11.12
0.6627	12.907
0.6793	14.126
0.6981	14.725
0.7182	14.677
0.7383	13.985
0.7629	12.678
0.7857	10.815
0.8015	8.476
0.8186	5.766
0.846	2.802
0.8631	-0.285
0.8801	-3.36
0.8988	-6.286
0.919	-8.937
0.939	-11.195
0.9632	-12.962
0.9797	-14.159
0.9992	-14.735
1.0296	-14.663
1.0393	-13.947
1.0634	-12.619
1.0802	-10.737
1.0996	-8.383
1.1306	-5.66
1.1397	-2.69
1.1633	0.399
1.18	3.47
1.1999	6.389
1.2306	9.028
1.24	11.269
1.2636	13.016
1.2801	14.192
1.3002	14.743
1.3322	14.648
1.3403	13.909
1.364	12.559
1.3804	10.658
1.4006	8.288
1.43	5.555
1.4466	2.577
1.4631	-0.513
1.4808	-3.581
1.5008	-6.492
1.5302	-9.118
1.541	-11.343
1.563	-13.07
1.5812	-14.223
1.6012	-14.751
1.6297	-14.632
1.6471	-13.87
1.6636	-12.499
1.6817	-10.578
1.702	-8.194
1.7299	-5.449
1.7466	-2.465
1.7632	0.627
1.782	3.692
1.8021	6.594
1.8298	9.207
1.8468	11.416
1.8632	13.123
1.8824	14.254
1.9024	14.759
1.9226	14.615
1.9463	13.83
1.9628	12.437
1.9827	10.498
2.0127	8.098
2.0297	5.343
2.0467	2.353
2.0634	-0.741
2.0831	-3.802
2.1129	-6.696
2.1297	-9.296
2.1466	-11.488
2.1633	-13.175
2.1834	-14.284
2.2136	-14.765
2.2296	-14.598
2.2481	-13.789
2.2636	-12.375
2.2838	-10.418
2.3131	-8.003
2.3299	-5.236
2.3475	-2.24
2.364	0.855
2.3841	3.912
2.4046	6.798
2.4296	9.385
2.4463	11.559
2.4644	13.226
2.4845	14.313
2.5046	14.77
2.5296	14.579
2.5529	13.748
2.5649	12.313
2.5849	10.337
2.605	7.907
2.6295	5.129
2.6464	2.127
2.6651	-0.969
2.6852	-4.022
2.7053	-6.899
2.7299	-9.472
2.7467	-11.63
2.7654	-13.277
2.7856	-14.341
2.8128	-14.775
2.8297	-14.56
2.8468	-13.705
2.8658	-12.249
2.8858	-10.255
2.9134	-7.81
2.9296	-5.022
2.9463	-2.014
2.9661	1.083
2.9862	4.132
3.0132	6.999
3.0307	9.56
3.0464	11.7
3.0666	13.327
3.0866	14.368
3.1136	14.778
3.1299	14.54
3.1467	13.662
3.1668	12.185
3.1868	10.172
3.2136	7.713
3.23	4.915
3.247	1.901
3.2671	-1.196
3.2872	-4.241
3.3132	-7.1
3.3299	-9.646
3.3474	-11.77
3.3674	-13.376
3.3875	-14.395
3.4133	-14.781
3.43	-14.518
3.4478	-13.618
3.4678	-12.12
3.4879	-10.089
3.5133	-7.615
3.5301	-4.807
3.5481	-1.788
3.5682	1.31
3.5882	4.35
3.613	7.2
3.6299	9.733
3.6483	11.838
3.6685	13.424
3.6885	14.42
3.7133	14.783
3.7305	14.496
3.7487	13.573
3.7688	12.054
3.7889	10.006
3.8135	7.517
3.8308	4.699
3.8491	1.675
3.8692	-1.424
3.8966	-4.459
3.9139	-7.299
3.9303	-9.818
3.9494	-11.906
3.9695	-13.471
3.9964	-14.445
4.0134	-14.784
4.0302	-14.474
4.0498	-13.528
4.0699	-11.988
4.0968	-9.921
4.1132	-7.419
4.1302	-4.591
4.1502	-1.561
4.1703	1.537
4.1965	4.568
4.2137	7.398
4.2304	9.903
4.2506	11.973
4.2706	13.518
4.2963	14.469
4.3134	14.784
4.3308	14.45
4.3509	13.481
4.3709	11.921
4.3969	9.836
4.4137	7.32
4.4312	4.482
4.4512	1.448
4.4713	-1.65
4.4967	-4.676
4.5134	-7.496
4.5315	-9.988
4.5516	-12.04
4.5717	-13.564
4.5969	-14.492
4.6134	-14.783
4.6318	-14.425
4.652	-13.434
4.672	-11.853
4.6967	-9.751
4.7143	-7.221
4.7322	-4.374
4.7523	-1.334
4.7724	1.764
4.7965	4.784
4.8131	7.595
4.8327	10.071
4.8525	12.106
4.8799	13.609
4.8966	14.514
4.9134	14.782
4.9329	14.4
4.953	13.386
4.9801	11.784
4.9964	9.665
5.014	7.121
5.0332	4.264
5.0533	1.221
5.0799	-1.877
5.097	-4.892
5.1135	-7.692
5.135	-10.155
5.1536	-12.171
5.1798	-13.653
5.1967	-14.535
5.2138	-14.779
5.2339	-14.374
5.2636	-13.337
5.28	-11.715
5.2966	-9.578
5.3142	-7.021
5.3343	-4.155
5.3637	-1.107
5.3743	1.99
5.3974	4.999
5.4147	7.789
5.4345	10.237
5.4635	12.235
5.4746	13.696
5.4965	14.556
5.5148	14.776
5.5349	14.347
5.5636	13.288
5.5803	11.645
5.5967	9.491
5.6152	6.92
5.6352	4.046
5.6553	0.993
5.68	-2.103
5.6975	-5.107
5.7155	-7.886
5.7355	-10.319
5.7556	-12.299
5.78	-13.739
5.7968	-14.575
5.8158	-14.771
5.8359	-14.319
5.8559	-13.237
5.88	-11.575
5.8966	-9.403
5.9161	-6.819
5.9362	-3.936
5.9636	-0.879
5.9804	2.216
5.9978	5.214
6.0164	7.982
6.0365	10.401
6.0643	12.362
6.0807	13.78
6.0967	14.594
6.1168	14.766
6.1368	14.29
6.1569	13.186
6.1801	11.503
6.197	9.315
6.2171	6.718
6.2471	3.826
6.2637	0.765
6.28	-2.329
6.2975	-5.32
6.3174	-8.078
6.3469	-10.481
6.3635	-12.424
6.3803	-13.821
6.3977	-14.612
6.4177	-14.76
6.4378	-14.26
6.4641	-13.134
6.4803	-11.431
6.4981	-9.226
6.5183	-6.616
6.5383	-3.715
6.5637	-0.651
6.58	2.441
6.5985	5.426
6.6186	8.173
6.6386	10.561
6.6635	12.486
6.6804	13.861
6.699	14.628
6.7191	14.753
6.7391	14.23
6.7635	13.081
6.7814	11.359
6.7993	9.137
6.8194	6.514
6.84	3.605
6.8635	0.537
6.8799	-2.553
6.8996	-5.532
6.9298	-8.268
6.9398	-10.641
6.9636	-12.546
6.9803	-13.901
7.0003	-14.645
7.0204	-14.745
7.0469	-14.198
7.0642	-13.028
7.0805	-11.285
7.1006	-9.047
7.1298	-6.411
7.1469	-3.494
7.1639	-0.423
7.1811	2.666
7.2011	5.638
7.2304	8.362
7.2472	10.72
7.2639	12.606
7.2813	13.939
7.3013	14.66
7.3303	14.737
7.347	14.166
7.3639	12.974
7.3816	11.211
7.4017	8.956
7.4301	6.308
7.4469	3.383
7.4641	0.309
