0.654808044434	 0.0
1.2247941494	 0.0
1.9245800972	 0.0
2.49097013474	 0.0
3.18971610069	 0.0
3.76096606255	 0.0
4.45469808578	 0.0
5.04469299316	 0.0
5.73972010612	 0.0
6.30598115921	 0.0
6.99478316307	 0.0
7.57096004486	 0.0
8.2586171627	 0.0
8.83717107773	 0.0
9.52224206924	 0.0
10.0972540379	 0.0
10.789727211	 0.0
11.356110096	 0.0
12.0486102104	 0.0
12.624694109	 0.0
13.3335931301	 0.0
13.8896920681	 0.0
14.6109511852	 0.0
15.1510941982	 0.0
15.8623790741	 0.0
16.4111011028	 0.0
17.1335492134	 0.0
17.7003531456	 0.0
18.386152029	 0.0
18.9552609921	 0.0
19.6561381817	 0.0
20.2264621258	 0.0
20.9223680496	 0.0
21.4861171246	 0.0
22.1798729897	 0.0
22.7537090778	 0.0
23.4724690914	 0.0
24.0223331451	 0.0
24.7348051071	 0.0
25.2800340652	 0.0
25.9952871799	 0.0
26.5462620258	 0.0
27.2750160694	 0.0
27.8025071621	 0.0
28.5187280178	 0.0
29.0699551105	 0.0
29.7887470722	 0.0
